transaction_id,product_name,product_category,quantity_sold,unit_price,date_of_transaction,total_amount,inventory_stock
TXN-06027,Facial Wash 50Ml,Personal Care,5,121.6,2022-09-06,608.0,211
TXN-04713,Eraser,School & Office Supplies,6,15.18,2022-09-07,91.08,28
TXN-02313,Facial Wash 50Ml,Personal Care,1,120.55,2022-09-07,120.55,396
TXN-02254,Dishwashing Liquid 500Ml,Household Supplies,2,75.79,2022-09-07,151.58,320
TXN-05475,Scotch Tape,School & Office Supplies,7,24.28,2022-09-07,169.96,87
TXN-05300,Evaporated Milk,Grocery,4,40.59,2022-09-07,162.36,120
TXN-02306,Cotton Balls,Personal Care,3,34.04,2022-09-08,102.12,138
TXN-01186,Toothbrush,Personal Care,3,56.36,2022-09-08,169.08,247
TXN-06363,Folder (Long),School & Office Supplies,3,17.63,2022-09-08,52.89,55
TXN-04522,Deodorant Roll-On,Personal Care,4,87.38,2022-09-08,349.52,108
TXN-06215,Mosquito Coil (10S),Household Supplies,1,53.6,2022-09-08,53.6,390
TXN-05635,Deodorant Roll-On,Personal Care,1,88.61,2022-09-08,88.61,52
TXN-01358,Soy Sauce 350Ml,Grocery,7,36.53,2022-09-09,255.71,266
TXN-02402,Shampoo Sachet,Personal Care,2,7.62,2022-09-09,15.24,88
TXN-04227,Coffee Sachet (10S),Grocery,6,63.81,2022-09-09,382.86,168
TXN-03969,Potato Chips 60G,Food & Snacks,2,34.92,2022-09-09,69.84,4
TXN-05664,Chocolate Bar,Food & Snacks,12,30.88,2022-09-09,370.56,94
TXN-03096,Highlighter,School & Office Supplies,2,46.21,2022-09-09,92.42,92
TXN-04776,Chocolate Bar,Food & Snacks,7,28.74,2022-09-09,201.18,212
TXN-01468,Alcohol 70% 500Ml,Personal Care,3,98.9,2022-09-09,296.7,403
TXN-04661,Juice Drink 250Ml,Food & Snacks,8,18.3,2022-09-09,146.4,117
TXN-04414,Extension Cord,Electronics,1,366.38,2022-09-09,366.38,127
TXN-05787,Pencil,School & Office Supplies,5,10.34,2022-09-09,51.7,104
TXN-02129,Potato Chips 60G,Food & Snacks,8,36.01,2022-09-10,288.08,196
TXN-01679,Soy Sauce 350Ml,Grocery,4,34.09,2022-09-10,136.36,224
TXN-02958,Led Desk Lamp,Electronics,3,532.97,2022-09-10,1598.91,447
TXN-06055,Candle (6S),Household Supplies,2,44.09,2022-09-10,88.18,323
TXN-03932,Potato Chips 60G,Food & Snacks,2,36.39,2022-09-11,72.78,6
TXN-03559,Stapler,School & Office Supplies,5,206.42,2022-09-11,1032.1,186
TXN-03186,"Bond Paper (Short, 10S)",School & Office Supplies,8,30.04,2022-09-12,240.32,292
TXN-02697,Lollipop Candy,Food & Snacks,4,5.11,2022-09-12,20.44,212
TXN-02188,Lollipop Candy,Food & Snacks,4,5.23,2022-09-12,20.92,293
TXN-06444,Chocolate Bar,Food & Snacks,4,28.98,2022-09-12,115.92,299
TXN-03621,Dishwashing Liquid 500Ml,Household Supplies,1,71.74,2022-09-13,71.74,290
TXN-04191,Dishwashing Liquid 500Ml,Household Supplies,4,71.68,2022-09-13,286.72,277
TXN-01060,Bath Soap,Personal Care,2,43.99,2022-09-13,87.98,262
TXN-02683,Floor Mop,Household Supplies,4,239.18,2022-09-14,956.72,227
TXN-05860,Potato Chips 60G,Food & Snacks,11,36.03,2022-09-14,396.33,227
TXN-05805,Air Freshener Spray,Household Supplies,2,125.85,2022-09-14,251.7,40
TXN-06157,Coffee Sachet (10S),Grocery,9,63.18,2022-09-14,568.62,61
TXN-04082,Fabric Conditioner 500Ml,Household Supplies,3,99.75,2022-09-14,299.25,248
TXN-02643,Lollipop Candy,Food & Snacks,12,5.11,2022-09-15,61.32,227
TXN-02266,Peanuts 100G,Food & Snacks,10,26.72,2022-09-15,267.2,97
TXN-02746,Evaporated Milk,Grocery,6,41.64,2022-09-16,249.84,23
TXN-04185,Potato Chips 60G,Food & Snacks,3,34.75,2022-09-16,104.25,451
TXN-02284,Deodorant Roll-On,Personal Care,3,91.63,2022-09-16,274.89,205
TXN-03338,Toothbrush,Personal Care,3,56.11,2022-09-16,168.33,148
TXN-02384,Energy Drink 250Ml,Food & Snacks,11,46.87,2022-09-17,515.57,51
TXN-05505,White Rice 2Kg,Grocery,2,118.87,2022-09-17,237.74,164
TXN-03603,Evaporated Milk,Grocery,9,40.99,2022-09-17,368.91,115
TXN-04151,White Rice 2Kg,Grocery,9,117.51,2022-09-17,1057.59,382
TXN-04158,Mosquito Coil (10S),Household Supplies,3,56.13,2022-09-17,168.39,432
TXN-02365,Usb Charging Cable,Electronics,1,147.01,2022-09-18,147.01,456
TXN-05932,Stapler,School & Office Supplies,2,208.3,2022-09-18,416.6,38
TXN-04539,Peanuts 100G,Food & Snacks,4,29.34,2022-09-18,117.36,198
TXN-03936,Cooking Oil 1L,Grocery,9,85.56,2022-09-18,770.04,211
TXN-02625,Vinegar 350Ml,Grocery,3,30.98,2022-09-18,92.94,186
TXN-03374,Chocolate Bar,Food & Snacks,5,30.36,2022-09-18,151.8,114
TXN-05536,Toothbrush,Personal Care,5,54.3,2022-09-19,271.5,19
TXN-02582,Cotton Balls,Personal Care,5,36.74,2022-09-19,183.7,119
TXN-05940,Fabric Conditioner 500Ml,Household Supplies,2,95.84,2022-09-19,191.68,216
TXN-05024,Facial Wash 50Ml,Personal Care,3,114.21,2022-09-19,342.63,270
TXN-05706,Evaporated Milk,Grocery,9,40.21,2022-09-19,361.89,29
TXN-02636,White Rice 2Kg,Grocery,5,123.49,2022-09-20,617.45,167
TXN-03327,Digital Alarm Clock,Electronics,3,287.72,2022-09-20,863.16,395
TXN-03888,White Rice 2Kg,Grocery,2,122.53,2022-09-20,245.06,427
TXN-05416,Vinegar 350Ml,Grocery,3,30.32,2022-09-20,90.96,127
TXN-05284,Phone Case,Electronics,1,205.27,2022-09-20,205.27,307
TXN-06137,Coffee Sachet (10S),Grocery,4,66.72,2022-09-20,266.88,70
TXN-05815,Notebook 80 Leaves,School & Office Supplies,2,54.66,2022-09-20,109.32,206
TXN-02832,Softdrink 1.5L,Food & Snacks,12,63.68,2022-09-21,764.16,65
TXN-04019,Notebook 80 Leaves,School & Office Supplies,4,57.28,2022-09-21,229.12,323
TXN-03779,Instant Noodles (Pack),Grocery,2,15.61,2022-09-21,31.22,214
TXN-05465,Sugar 1Kg,Grocery,2,74.05,2022-09-22,148.1,283
TXN-02309,Dishwashing Liquid 500Ml,Household Supplies,1,76.28,2022-09-22,76.28,319
TXN-04099,Peanuts 100G,Food & Snacks,4,27.01,2022-09-22,108.04,244
TXN-03008,Power Bank 10000Mah,Electronics,2,866.38,2022-09-22,1732.76,206
TXN-01136,Potato Chips 60G,Food & Snacks,12,36.41,2022-09-22,436.92,364
TXN-04968,Biscuit Pack,Food & Snacks,12,24.5,2022-09-22,294.0,327
TXN-02847,Lotion 200Ml,Personal Care,3,156.12,2022-09-22,468.36,119
TXN-01809,White Rice 2Kg,Grocery,4,121.82,2022-09-23,487.28,293
TXN-02385,"Bond Paper (Short, 10S)",School & Office Supplies,7,30.74,2022-09-23,215.18,348
TXN-06265,Bread Loaf,Food & Snacks,8,65.11,2022-09-23,520.88,363
TXN-03556,Sanitary Napkin (8S),Personal Care,4,76.81,2022-09-24,307.24,296
TXN-02558,Mosquito Coil (10S),Household Supplies,4,53.76,2022-09-24,215.04,464
TXN-01456,Wireless Earbuds,Electronics,1,1359.63,2022-09-24,1359.63,271
TXN-01100,Lotion 200Ml,Personal Care,2,152.48,2022-09-24,304.96,236
TXN-03738,White Rice 2Kg,Grocery,4,118.89,2022-09-24,475.56,4
TXN-03703,Lollipop Candy,Food & Snacks,9,5.25,2022-09-24,47.25,76
TXN-04991,Floor Mop,Household Supplies,1,241.43,2022-09-24,241.43,184
TXN-01828,Sponge Scrub (2S),Household Supplies,2,34.82,2022-09-25,69.64,284
TXN-05655,Bottled Water 1.5L,Grocery,4,24.03,2022-09-25,96.12,115
TXN-01400,Bluetooth Speaker,Electronics,3,1456.2,2022-09-25,4368.6,286
TXN-02146,Softdrink 1.5L,Food & Snacks,8,63.9,2022-09-25,511.2,171
TXN-05220,Alcohol 70% 500Ml,Personal Care,2,95.82,2022-09-26,191.64,279
TXN-02085,Bottled Water 1.5L,Grocery,6,25.06,2022-09-26,150.36,211
TXN-01856,Eraser,School & Office Supplies,5,14.5,2022-09-26,72.5,172
TXN-02218,Evaporated Milk,Grocery,8,43.45,2022-09-26,347.6,74
TXN-05775,Sanitary Napkin (8S),Personal Care,3,81.68,2022-09-27,245.04,209
TXN-04195,Sugar 1Kg,Grocery,8,71.72,2022-09-27,573.76,67
TXN-04660,Power Bank 10000Mah,Electronics,3,933.67,2022-09-27,2801.01,174
TXN-01569,Toothbrush,Personal Care,2,55.6,2022-09-28,111.2,234
TXN-04352,Wireless Earbuds,Electronics,2,1337.38,2022-09-28,2674.76,238
TXN-03112,Cotton Balls,Personal Care,1,36.29,2022-09-28,36.29,100
TXN-03892,Cooking Oil 1L,Grocery,5,86.54,2022-09-28,432.7,228
TXN-01457,Lotion 200Ml,Personal Care,5,149.68,2022-09-28,748.4,202
TXN-05119,Lollipop Candy,Food & Snacks,4,4.75,2022-09-29,19.0,375
TXN-03992,Canned Sardines,Grocery,7,27.78,2022-09-29,194.46,129
TXN-06067,Lollipop Candy,Food & Snacks,2,5.25,2022-09-29,10.5,275
TXN-02344,Ice Cream Cup,Food & Snacks,7,33.43,2022-09-30,234.01,236
TXN-02225,Scotch Tape,School & Office Supplies,6,25.33,2022-09-30,151.98,304
TXN-04541,Potato Chips 60G,Food & Snacks,7,33.81,2022-09-30,236.67,411
TXN-01699,Broom (Walis Tingting),Household Supplies,1,63.23,2022-09-30,63.23,401
TXN-06024,Coffee Sachet (10S),Grocery,10,66.2,2022-10-01,662.0,80
TXN-02593,Eraser,School & Office Supplies,3,15.37,2022-10-01,46.11,134
TXN-05373,Pencil,School & Office Supplies,1,10.08,2022-10-01,10.08,128
TXN-03182,Power Bank 10000Mah,Electronics,1,937.93,2022-10-01,937.93,204
TXN-01819,Screen Protector,Electronics,2,100.7,2022-10-01,201.4,250
TXN-01530,Lollipop Candy,Food & Snacks,9,5.19,2022-10-01,46.71,400
TXN-03534,Ballpen (Black),School & Office Supplies,1,11.59,2022-10-01,11.59,355
TXN-04356,Folder (Long),School & Office Supplies,7,17.7,2022-10-01,123.9,180
TXN-02154,Led Desk Lamp,Electronics,2,567.02,2022-10-02,1134.04,468
TXN-03911,Digital Alarm Clock,Electronics,3,288.31,2022-10-02,864.93,381
TXN-01971,Lotion 200Ml,Personal Care,1,143.13,2022-10-02,143.13,179
TXN-03851,Juice Drink 250Ml,Food & Snacks,12,18.05,2022-10-02,216.6,281
TXN-03593,Bread Loaf,Food & Snacks,11,67.52,2022-10-02,742.72,297
TXN-02720,Energy Drink 250Ml,Food & Snacks,7,46.13,2022-10-02,322.91,10
TXN-02243,Canned Sardines,Grocery,6,29.1,2022-10-03,174.6,159
TXN-02583,Highlighter,School & Office Supplies,7,44.33,2022-10-03,310.31,120
TXN-04022,Energy Drink 250Ml,Food & Snacks,2,46.95,2022-10-03,93.9,210
TXN-02253,Sponge Scrub (2S),Household Supplies,2,35.37,2022-10-03,70.74,267
TXN-01313,Trash Bag (10S),Household Supplies,3,57.75,2022-10-03,173.25,360
TXN-03033,Bluetooth Speaker,Electronics,2,1454.57,2022-10-03,2909.14,260
TXN-05078,Floor Mop,Household Supplies,3,247.09,2022-10-03,741.27,178
TXN-05030,Soy Sauce 350Ml,Grocery,2,33.61,2022-10-03,67.22,36
TXN-02978,Laundry Detergent 500G,Household Supplies,3,83.28,2022-10-04,249.84,155
TXN-04031,Alcohol 70% 500Ml,Personal Care,2,93.49,2022-10-04,186.98,301
TXN-04128,Sanitary Napkin (8S),Personal Care,3,76.13,2022-10-04,228.39,277
TXN-05903,Peanuts 100G,Food & Snacks,9,28.92,2022-10-04,260.28,71
TXN-02745,Sanitary Napkin (8S),Personal Care,3,75.49,2022-10-04,226.47,331
TXN-05198,Extension Cord,Electronics,2,360.14,2022-10-06,720.28,116
TXN-06368,Scotch Tape,School & Office Supplies,6,24.28,2022-10-06,145.68,53
TXN-04663,Soy Sauce 350Ml,Grocery,10,35.79,2022-10-06,357.9,130
TXN-04000,Energy Drink 250Ml,Food & Snacks,3,46.89,2022-10-06,140.67,212
TXN-05283,Highlighter,School & Office Supplies,1,46.85,2022-10-07,46.85,344
TXN-03549,Lollipop Candy,Food & Snacks,7,4.87,2022-10-07,34.09,88
TXN-06119,White Rice 2Kg,Grocery,9,119.62,2022-10-07,1076.58,61
TXN-05540,Toothbrush,Personal Care,2,55.74,2022-10-07,111.48,17
TXN-06130,Canned Sardines,Grocery,4,28.05,2022-10-07,112.2,48
TXN-01429,Lotion 200Ml,Personal Care,4,152.67,2022-10-07,610.68,211
TXN-01610,Electric Fan (Desk),Electronics,3,833.58,2022-10-07,2500.74,444
TXN-02007,Ice Cream Cup,Food & Snacks,9,36.62,2022-10-07,329.58,284
TXN-04478,White Rice 2Kg,Grocery,9,125.7,2022-10-08,1131.3,332
TXN-04291,Deodorant Roll-On,Personal Care,5,90.12,2022-10-08,450.6,118
TXN-02092,Bath Soap,Personal Care,4,46.64,2022-10-08,186.56,212
TXN-02874,Alcohol 70% 500Ml,Personal Care,4,94.34,2022-10-08,377.36,353
TXN-05178,Sugar 1Kg,Grocery,5,78.17,2022-10-08,390.85,334
TXN-01213,Fabric Conditioner 500Ml,Household Supplies,2,98.62,2022-10-08,197.24,322
TXN-01340,Alcohol 70% 500Ml,Personal Care,5,93.48,2022-10-09,467.4,412
TXN-05646,Potato Chips 60G,Food & Snacks,9,35.7,2022-10-09,321.3,274
TXN-04935,Biscuit Pack,Food & Snacks,7,24.0,2022-10-09,168.0,339
TXN-03401,Floor Mop,Household Supplies,2,248.43,2022-10-10,496.86,214
TXN-05991,Coffee Sachet (10S),Grocery,10,64.21,2022-10-10,642.1,102
TXN-02609,Notebook 80 Leaves,School & Office Supplies,8,52.93,2022-10-10,423.44,385
TXN-03782,Pencil,School & Office Supplies,1,9.99,2022-10-10,9.99,207
TXN-04079,Evaporated Milk,Grocery,3,43.63,2022-10-10,130.89,28
TXN-06262,Candle (6S),Household Supplies,3,44.52,2022-10-10,133.56,315
TXN-05723,Lotion 200Ml,Personal Care,3,149.63,2022-10-10,448.89,387
TXN-01849,Peanuts 100G,Food & Snacks,3,29.08,2022-10-10,87.24,166
TXN-02868,Staple Wire,School & Office Supplies,4,34.82,2022-10-10,139.28,254
TXN-03558,Peanuts 100G,Food & Snacks,9,28.86,2022-10-11,259.74,302
TXN-04933,Toothbrush,Personal Care,5,56.77,2022-10-11,283.85,41
TXN-02450,Vinegar 350Ml,Grocery,10,31.29,2022-10-11,312.9,230
TXN-06481,Broom (Walis Tingting),Household Supplies,1,67.48,2022-10-11,67.48,315
TXN-06187,Folder (Long),School & Office Supplies,3,18.83,2022-10-11,56.49,65
TXN-04869,Vinegar 350Ml,Grocery,7,30.81,2022-10-11,215.67,227
TXN-04799,Dishwashing Liquid 500Ml,Household Supplies,3,77.06,2022-10-11,231.18,264
TXN-05055,Vinegar 350Ml,Grocery,7,30.49,2022-10-12,213.43,203
TXN-02645,Ice Cream Cup,Food & Snacks,4,35.83,2022-10-12,143.32,214
TXN-03366,Softdrink 1.5L,Food & Snacks,7,64.57,2022-10-12,451.99,194
TXN-03457,Instant Noodles (Pack),Grocery,10,14.61,2022-10-12,146.1,268
TXN-05977,Coffee Sachet (10S),Grocery,10,67.98,2022-10-12,679.8,112
TXN-03838,Toothbrush,Personal Care,4,55.02,2022-10-12,220.08,110
TXN-06231,Canned Sardines,Grocery,2,28.38,2022-10-12,56.76,38
TXN-04222,Staple Wire,School & Office Supplies,7,36.25,2022-10-13,253.75,185
TXN-02597,Canned Sardines,Grocery,5,27.69,2022-10-13,138.45,124
TXN-06221,Cotton Balls,Personal Care,2,35.89,2022-10-13,71.78,323
TXN-01891,Energy Drink 250Ml,Food & Snacks,4,47.15,2022-10-13,188.6,142
TXN-01897,White Rice 2Kg,Grocery,3,120.18,2022-10-14,360.54,290
TXN-03191,Bread Loaf,Food & Snacks,5,66.0,2022-10-14,330.0,339
TXN-02331,Lollipop Candy,Food & Snacks,3,5.09,2022-10-14,15.27,259
TXN-05333,Extension Cord,Electronics,3,346.46,2022-10-14,1039.38,109
TXN-04048,Energy Drink 250Ml,Food & Snacks,3,43.04,2022-10-15,129.12,207
TXN-04738,White Rice 2Kg,Grocery,9,115.78,2022-10-15,1042.02,295
TXN-02543,Bottled Water 1.5L,Grocery,4,25.12,2022-10-15,100.48,187
TXN-03081,Biscuit Pack,Food & Snacks,12,24.44,2022-10-15,293.28,247
TXN-04510,Laundry Detergent 500G,Household Supplies,3,82.46,2022-10-15,247.38,129
TXN-06436,Sugar 1Kg,Grocery,8,77.92,2022-10-15,623.36,90
TXN-05782,Floor Mop,Household Supplies,4,257.79,2022-10-15,1031.16,159
TXN-02011,Juice Drink 250Ml,Food & Snacks,9,17.49,2022-10-15,157.41,331
TXN-02308,Coffee Sachet (10S),Grocery,5,66.43,2022-10-15,332.15,211
TXN-05753,Bottled Water 1.5L,Grocery,10,26.03,2022-10-15,260.3,92
TXN-03585,Usb Charging Cable,Electronics,2,145.34,2022-10-15,290.68,433
TXN-02833,Bath Soap,Personal Care,5,43.81,2022-10-15,219.05,191
TXN-01268,Facial Wash 50Ml,Personal Care,1,119.96,2022-10-16,119.96,426
TXN-04176,Evaporated Milk,Grocery,3,42.51,2022-10-16,127.53,277
TXN-04136,Bread Loaf,Food & Snacks,7,62.41,2022-10-17,436.87,203
TXN-03344,Bottled Water 1.5L,Grocery,6,24.3,2022-10-17,145.8,84
TXN-04849,Bottled Water 1.5L,Grocery,9,26.11,2022-10-17,234.99,239
TXN-03976,Bread Loaf,Food & Snacks,7,67.37,2022-10-17,471.59,225
TXN-06392,White Rice 2Kg,Grocery,7,121.71,2022-10-18,851.97,392
TXN-05015,Bottled Water 1.5L,Grocery,3,25.72,2022-10-18,77.16,204
TXN-01076,Led Desk Lamp,Electronics,3,524.26,2022-10-18,1572.78,483
TXN-05210,Facial Wash 50Ml,Personal Care,4,125.63,2022-10-19,502.52,254
TXN-04126,Cotton Balls,Personal Care,5,36.57,2022-10-19,182.85,69
TXN-03602,Ballpen (Black),School & Office Supplies,4,12.57,2022-10-19,50.28,351
TXN-04637,Wireless Earbuds,Electronics,2,1257.22,2022-10-19,2514.44,233
TXN-05260,Toothpaste 75G,Personal Care,2,66.93,2022-10-20,133.86,136
TXN-04691,Folder (Long),School & Office Supplies,1,17.11,2022-10-20,17.11,147
TXN-04739,Broom (Walis Tingting),Household Supplies,1,66.49,2022-10-20,66.49,346
TXN-03446,Folder (Long),School & Office Supplies,4,17.55,2022-10-20,70.2,260
TXN-05184,Toothbrush,Personal Care,3,54.14,2022-10-20,162.42,32
TXN-01633,Sugar 1Kg,Grocery,7,78.28,2022-10-20,547.96,152
TXN-05925,Power Bank 10000Mah,Electronics,3,883.74,2022-10-20,2651.22,155
TXN-06333,Bluetooth Speaker,Electronics,1,1554.13,2022-10-20,1554.13,209
TXN-02014,Broom (Walis Tingting),Household Supplies,2,64.96,2022-10-20,129.92,397
TXN-02382,Energy Drink 250Ml,Food & Snacks,2,45.9,2022-10-21,91.8,62
TXN-04872,Shampoo Sachet,Personal Care,2,7.8,2022-10-21,15.6,22
TXN-06474,Energy Drink 250Ml,Food & Snacks,3,47.25,2022-10-21,141.75,237
TXN-03948,Wireless Earbuds,Electronics,1,1320.45,2022-10-21,1320.45,248
TXN-06224,Vinegar 350Ml,Grocery,8,29.06,2022-10-21,232.48,243
TXN-05177,"Bond Paper (Short, 10S)",School & Office Supplies,2,29.1,2022-10-22,58.2,190
TXN-02005,Cooking Oil 1L,Grocery,7,89.21,2022-10-22,624.47,221
TXN-02525,Fabric Conditioner 500Ml,Household Supplies,4,99.54,2022-10-22,398.16,288
TXN-02340,Broom (Walis Tingting),Household Supplies,3,61.94,2022-10-22,185.82,382
TXN-03068,Soy Sauce 350Ml,Grocery,7,35.36,2022-10-22,247.52,38
TXN-02515,Scotch Tape,School & Office Supplies,4,25.31,2022-10-23,101.24,284
TXN-03528,Evaporated Milk,Grocery,9,42.62,2022-10-23,383.58,137
TXN-04451,Canned Sardines,Grocery,7,29.55,2022-10-23,206.85,58
TXN-03340,Energy Drink 250Ml,Food & Snacks,7,43.32,2022-10-23,303.24,290
TXN-02778,Instant Noodles (Pack),Grocery,3,14.89,2022-10-23,44.67,366
TXN-04553,Biscuit Pack,Food & Snacks,11,25.33,2022-10-23,278.63,402
TXN-04268,Biscuit Pack,Food & Snacks,8,25.71,2022-10-23,205.68,16
TXN-02542,Biscuit Pack,Food & Snacks,11,24.13,2022-10-23,265.43,362
TXN-03436,Alcohol 70% 500Ml,Personal Care,5,98.43,2022-10-24,492.15,328
TXN-03736,Electric Fan (Desk),Electronics,1,783.7,2022-10-24,783.7,410
TXN-02016,Electric Fan (Desk),Electronics,3,775.11,2022-10-25,2325.33,432
TXN-02598,Trash Bag (10S),Household Supplies,1,55.38,2022-10-25,55.38,343
TXN-06330,Shampoo Sachet,Personal Care,2,7.75,2022-10-25,15.5,284
TXN-06282,"Bond Paper (Short, 10S)",School & Office Supplies,5,29.95,2022-10-26,149.75,123
TXN-04094,Facial Wash 50Ml,Personal Care,1,118.37,2022-10-26,118.37,315
TXN-03017,Evaporated Milk,Grocery,5,40.03,2022-10-26,200.15,227
TXN-04518,Bread Loaf,Food & Snacks,4,65.73,2022-10-26,262.92,140
TXN-03480,Cooking Oil 1L,Grocery,10,85.82,2022-10-26,858.2,286
TXN-02619,Soy Sauce 350Ml,Grocery,10,35.23,2022-10-27,352.3,132
TXN-03487,Alcohol 70% 500Ml,Personal Care,4,99.41,2022-10-27,397.64,322
TXN-03447,Air Freshener Spray,Household Supplies,4,122.6,2022-10-27,490.4,104
TXN-06064,Juice Drink 250Ml,Food & Snacks,2,18.87,2022-10-28,37.74,179
TXN-03122,Cooking Oil 1L,Grocery,5,92.09,2022-10-28,460.45,32
TXN-05803,Canned Sardines,Grocery,4,27.55,2022-10-28,110.2,82
TXN-06376,Evaporated Milk,Grocery,10,43.54,2022-10-28,435.4,319
TXN-04592,Vinegar 350Ml,Grocery,10,28.67,2022-10-29,286.7,283
TXN-03693,Bread Loaf,Food & Snacks,11,66.39,2022-10-29,730.29,272
TXN-02787,Vinegar 350Ml,Grocery,8,28.64,2022-10-29,229.12,159
TXN-01515,White Rice 2Kg,Grocery,6,121.37,2022-10-29,728.22,341
TXN-03805,Coffee Sachet (10S),Grocery,9,66.18,2022-10-29,595.62,263
TXN-05032,Dishwashing Liquid 500Ml,Household Supplies,3,76.18,2022-10-29,228.54,260
TXN-06212,Canned Sardines,Grocery,5,29.3,2022-10-30,146.5,40
TXN-05823,Cooking Oil 1L,Grocery,5,89.32,2022-10-30,446.6,294
TXN-05929,Digital Alarm Clock,Electronics,2,287.51,2022-10-30,575.02,346
TXN-03475,Canned Sardines,Grocery,7,29.66,2022-10-30,207.62,193
TXN-05779,Stapler,School & Office Supplies,4,195.18,2022-10-31,780.72,45
TXN-04932,Bottled Water 1.5L,Grocery,9,25.2,2022-10-31,226.8,228
TXN-03466,Coffee Sachet (10S),Grocery,9,64.94,2022-10-31,584.46,316
TXN-02899,Bread Loaf,Food & Snacks,9,67.74,2022-10-31,609.66,35
TXN-03913,"Bond Paper (Short, 10S)",School & Office Supplies,7,29.07,2022-10-31,203.49,240
TXN-05687,Pencil,School & Office Supplies,1,10.22,2022-10-31,10.22,113
TXN-04858,Chocolate Bar,Food & Snacks,4,30.24,2022-11-02,120.96,201
TXN-01010,Notebook 80 Leaves,School & Office Supplies,3,56.77,2022-11-02,170.31,459
TXN-04756,Biscuit Pack,Food & Snacks,4,25.35,2022-11-02,101.4,377
TXN-03482,Bath Soap,Personal Care,4,43.78,2022-11-02,175.12,147
TXN-04145,Bath Soap,Personal Care,1,45.84,2022-11-02,45.84,121
TXN-02967,Screen Protector,Electronics,3,99.38,2022-11-03,298.14,218
TXN-06255,Soy Sauce 350Ml,Grocery,2,36.63,2022-11-03,73.26,415
TXN-03739,Ballpen (Black),School & Office Supplies,4,11.71,2022-11-03,46.84,341
TXN-06394,"Bond Paper (Short, 10S)",School & Office Supplies,1,31.46,2022-11-03,31.46,120
TXN-02004,Peanuts 100G,Food & Snacks,8,28.54,2022-11-03,228.32,143
TXN-01963,Floor Mop,Household Supplies,1,238.83,2022-11-03,238.83,247
TXN-03844,Vinegar 350Ml,Grocery,2,31.31,2022-11-03,62.62,58
TXN-05114,Energy Drink 250Ml,Food & Snacks,2,46.56,2022-11-03,93.12,49
TXN-02807,Bottled Water 1.5L,Grocery,12,24.06,2022-11-04,288.72,139
TXN-01368,Eraser,School & Office Supplies,4,14.41,2022-11-04,57.64,193
TXN-02695,Pencil,School & Office Supplies,8,9.98,2022-11-04,79.84,247
TXN-04689,Candle (6S),Household Supplies,3,46.53,2022-11-04,139.59,353
TXN-05224,Bluetooth Speaker,Electronics,2,1567.3,2022-11-04,3134.6,229
TXN-03183,Folder (Long),School & Office Supplies,2,17.96,2022-11-05,35.92,277
TXN-02057,Peanuts 100G,Food & Snacks,7,28.73,2022-11-05,201.11,136
TXN-05298,Pencil,School & Office Supplies,9,9.62,2022-11-05,86.58,135
TXN-04112,Instant Noodles (Pack),Grocery,6,14.62,2022-11-06,87.72,157
TXN-03495,Power Bank 10000Mah,Electronics,2,883.12,2022-11-06,1766.24,196
TXN-03334,Coffee Sachet (10S),Grocery,6,67.88,2022-11-06,407.28,0
TXN-03845,Sugar 1Kg,Grocery,4,76.32,2022-11-06,305.28,152
TXN-05956,Sponge Scrub (2S),Household Supplies,4,33.61,2022-11-07,134.44,175
TXN-05960,Sugar 1Kg,Grocery,6,75.01,2022-11-07,450.06,189
TXN-06437,Ice Cream Cup,Food & Snacks,7,34.33,2022-11-07,240.31,99
TXN-05497,Usb Charging Cable,Electronics,3,157.19,2022-11-07,471.57,407
TXN-01562,Toothpaste 75G,Personal Care,6,67.41,2022-11-07,404.46,301
TXN-05430,Cooking Oil 1L,Grocery,7,87.71,2022-11-08,613.97,14
TXN-06220,White Rice 2Kg,Grocery,12,120.56,2022-11-08,1446.72,30
TXN-06387,Facial Wash 50Ml,Personal Care,2,116.88,2022-11-08,233.76,205
TXN-05884,Instant Noodles (Pack),Grocery,2,15.42,2022-11-08,30.84,252
TXN-05988,Digital Alarm Clock,Electronics,2,296.88,2022-11-09,593.76,344
TXN-01611,Facial Wash 50Ml,Personal Care,2,124.87,2022-11-09,249.74,419
TXN-01272,Broom (Walis Tingting),Household Supplies,4,62.36,2022-11-09,249.44,409
TXN-01386,Staple Wire,School & Office Supplies,1,36.2,2022-11-09,36.2,347
TXN-05656,Potato Chips 60G,Food & Snacks,3,33.27,2022-11-09,99.81,271
TXN-01061,Vinegar 350Ml,Grocery,2,30.79,2022-11-10,61.58,435
TXN-03998,Candle (6S),Household Supplies,3,44.58,2022-11-10,133.74,373
TXN-03063,Facial Wash 50Ml,Personal Care,4,122.47,2022-11-10,489.88,352
TXN-03067,Lotion 200Ml,Personal Care,4,146.2,2022-11-10,584.8,113
TXN-01954,Extension Cord,Electronics,3,364.31,2022-11-10,1092.93,152
TXN-02557,Pencil,School & Office Supplies,7,9.63,2022-11-11,67.41,256
TXN-06354,Lollipop Candy,Food & Snacks,10,4.92,2022-11-11,49.2,225
TXN-03801,Softdrink 1.5L,Food & Snacks,6,62.74,2022-11-11,376.44,108
TXN-01564,Laundry Detergent 500G,Household Supplies,3,85.57,2022-11-11,256.71,179
TXN-02002,Bath Soap,Personal Care,6,47.18,2022-11-12,283.08,216
